Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.00200086, 0.000818155, 0.00117914, 5.2249e-05, 420, 14292, 1023
0.00629587, 0.00192961, 0.00239865, 9.7367e-05, 445, 16690, 1056
0.0033783, 0.00164581, 0.00172774, 5.2249e-05, 398, 14516, 693
0.0022336, 0.000891777, 0.00133707, 7.481e-05, 431, 14761, 1254
0.00237134, 0.000939275, 0.00142851, 8.1934e-05, 426, 14578, 1353
0.00197355, 0.000718409, 0.00125158, 7.5995e-05, 472, 14035, 1485
0.00177999, 0.000704159, 0.00107227, 6.1746e-05, 437, 12619, 1386
0.00192961, 0.00076947, 0.00115539, 6.2938e-05, 452, 13540, 1089
0.00191655, 0.000832405, 0.00108058, 5.4625e-05, 428, 11717, 1122
0.00216829, 0.000787281, 0.00137744, 8.5499e-05, 471, 14508, 1848
0.00214217, 0.0009369, 0.00120051, 9.2615e-05, 430, 13630, 1782
0.00333912, 0.00152944, 0.00180493, 0.000131806, 470, 14123, 1617
0.00171112, 0.000618663, 0.00108889, 9.0249e-05, 442, 14136, 1551
0.00193792, 0.000720784, 0.00121239, 7.4811e-05, 443, 13640, 1452
0.00412758, 0.000645974, 0.00135845, 0.000104496, 441, 13274, 1980
0.00187855, 0.000702972, 0.00117083, 9.8557e-05, 429, 12432, 1848
0.00238797, 0.000913151, 0.00147007, 0.000123492, 432, 12926, 2145
0.00179543, 0.000693472, 0.00109958, 0.000100934, 448, 13176, 2046
0.00187974, 0.000805093, 0.00107227, 7.7184e-05, 431, 12677, 1551
0.00189874, 0.000719596, 0.00117676, 9.7374e-05, 432, 13204, 1914
0.00192724, 0.000775406, 0.00114708, 0.000100932, 435, 12581, 1815
0.0020816, 0.000781344, 0.00129551, 0.000105677, 445, 12692, 2013
0.0018073, 0.000716034, 0.00108652, 0.000111618, 435, 12266, 2376
0.0019973, 0.000821718, 0.00117202, 7.7184e-05, 444, 12131, 1452
0.00195336, 0.000832404, 0.00111383, 8.4308e-05, 407, 12284, 1617
0.00157456, 0.000626975, 0.000942837, 8.7873e-05, 448, 12512, 1617
0.00254946, 0.00124089, 0.00130382, 0.000118746, 431, 11958, 1716
0.00160662, 0.000686347, 0.000916713, 8.1937e-05, 430, 13038, 1617
0.00306838, 0.000711284, 0.000991523, 9.0248e-05, 447, 12022, 1881
0.00149025, 0.00061035, 0.00087634, 8.5494e-05, 423, 11467, 1650
0.001533, 0.000534354, 0.000995085, 0.000100933, 438, 11871, 1881
0.00156506, 0.000723159, 0.000837154, 8.3126e-05, 423, 11433, 1815
0.00137744, 0.0006151, 0.000758782, 6.7685e-05, 417, 11614, 1419
0.00178118, 0.000692285, 0.00108533, 9.6186e-05, 438, 11542, 1749
0.00139288, 0.000558103, 0.000831217, 8.9059e-05, 430, 11798, 1815
0.00156387, 0.000669723, 0.000890589, 7.7182e-05, 446, 11634, 1518
0.00135013, 0.000545041, 0.000800343, 7.4808e-05, 449, 11840, 1551
0.00159594, 0.000660224, 0.000933338, 7.5997e-05, 416, 11313, 1518
0.00138576, 0.000600851, 0.000780157, 7.4811e-05, 424, 11463, 1584
0.00156031, 0.000659036, 0.000896527, 7.8374e-05, 424, 11338, 1584
0.00137982, 0.000617475, 0.000757595, 7.0057e-05, 419, 11952, 1353
0.0013252, 0.000524854, 0.000796781, 7.7187e-05, 430, 11480, 1518
0.00125157, 0.000490418, 0.000758782, 6.5308e-05, 404, 11335, 1518
0.0013062, 0.000499918, 0.000802718, 7.9557e-05, 451, 11544, 1617
0.00129907, 0.000622225, 0.000673286, 5.462e-05, 453, 11642, 1056
0.00129907, 0.000543853, 0.00075047, 6.7685e-05, 408, 11602, 1353
0.00235828, 0.00126345, 0.00109127, 8.6685e-05, 437, 11582, 1188
0.00227041, 0.00142138, 0.000844279, 6.0561e-05, 444, 11838, 1188
0.00180018, 0.00080628, 0.000991523, 6.8873e-05, 449, 12169, 1353
0.00173368, 0.000802718, 0.0009274, 8.3125e-05, 455, 12351, 1386
0.00157812, 0.000530791, 0.00104377, 9.4993e-05, 410, 11898, 1617
0.00273114, 0.00139763, 0.00132757, 9.618e-05, 455, 12332, 1287
0.00161137, 0.00069466, 0.000913151, 6.5306e-05, 436, 12107, 1254
0.0018833, 0.000754032, 0.00112571, 9.7374e-05, 420, 12785, 1518
0.00201154, 0.000841904, 0.00116608, 8.7869e-05, 440, 12769, 1320
0.00199255, 0.00094165, 0.00104733, 0.000100934, 418, 12853, 1650
0.00171468, 0.000729095, 0.00098321, 7.2433e-05, 433, 13804, 1419
0.00178355, 0.000726721, 0.00105327, 8.431e-05, 446, 13637, 1419
0.001552, 0.00062935, 0.000917901, 6.8871e-05, 414, 13434, 1122
0.00184055, 0.000719597, 0.00111621, 7.956e-05, 439, 13919, 1452
0.00243309, 0.00137032, 0.00105802, 8.4305e-05, 445, 13447, 1683
0.00158406, 0.000642412, 0.0009369, 6.2935e-05, 415, 13315, 1320
0.00168381, 0.000707722, 0.000972524, 7.4809e-05, 415, 13732, 1353
0.00216473, 0.000957087, 0.00120289, 8.193e-05, 433, 13441, 1452
0.00292113, 0.00158881, 0.00132757, 6.6499e-05, 415, 13107, 891
0.00150331, 0.000641225, 0.000858528, 7.5995e-05, 421, 12651, 1452
0.00257796, 0.00138932, 0.0011827, 8.5495e-05, 438, 13166, 1122
0.00266464, 0.00134538, 0.00131332, 6.8874e-05, 399, 12786, 891
0.00163393, 0.000789656, 0.000840716, 4.9875e-05, 409, 12934, 858
0.00136794, 0.000560477, 0.000802718, 5.8185e-05, 416, 12762, 1089
0.00148432, 0.00061985, 0.000860903, 5.4623e-05, 411, 12697, 990
0.00111739, 0.000569977, 0.000543853, 2.7312e-05, 431, 12310, 660
0.00249484, 0.00132876, 0.00116133, 6.7684e-05, 400, 12079, 891
0.00148906, 0.000729096, 0.000756407, 4.7501e-05, 441, 12895, 891
0.00247109, 0.00142019, 0.00104733, 4.2746e-05, 424, 12131, 561
0.00160425, 0.000777782, 0.00082053, 4.6312e-05, 421, 12397, 726
0.00164106, 0.000869215, 0.000768282, 4.2746e-05, 417, 12296, 726
0.0017408, 0.000818155, 0.000917901, 5.5814e-05, 413, 12117, 924
0.00125395, 0.000593726, 0.000655473, 5.3436e-05, 425, 12241, 1056
0.00108058, 0.000566415, 0.000510605, 2.3748e-05, 417, 11698, 396
0.00210891, 0.00118864, 0.00091315, 6.2935e-05, 415, 12591, 858
0.00153775, 0.000701784, 0.000833592, 5.9372e-05, 430, 12189, 1023
0.00152469, 0.000732658, 0.000788468, 3.7998e-05, 436, 12822, 660
0.00129907, 0.000561665, 0.000733845, 4.631e-05, 425, 12998, 891
0.00274777, 0.00161731, 0.00112096, 7.3623e-05, 438, 12720, 924
0.00139051, 0.000697035, 0.00068991, 5.8184e-05, 441, 12570, 1023
0.00165412, 0.000832404, 0.000818154, 5.3437e-05, 449, 13647, 924
0.00256133, 0.00157337, 0.000982023, 6.6497e-05, 436, 12881, 792
0.00137507, 0.000644787, 0.000726721, 5.3435e-05, 411, 12292, 858
0.00146057, 0.00061985, 0.000837154, 5.4622e-05, 432, 12730, 891
0.00139644, 0.000683973, 0.000711284, 4.7499e-05, 463, 12841, 891
0.00244021, 0.00139407, 0.0010414, 5.6997e-05, 421, 12690, 792
0.00154725, 0.000773031, 0.000770656, 4.0374e-05, 430, 12705, 726
0.00378441, 0.000528416, 0.00073622, 6.0563e-05, 429, 12396, 1188
0.00157337, 0.000676847, 0.000892963, 5.3436e-05, 454, 14453, 1089
0.0012397, 0.000579477, 0.000656661, 2.8496e-05, 428, 12550, 627
0.00264564, 0.00140119, 0.0012397, 7.0056e-05, 402, 13129, 891
0.00159237, 0.000805092, 0.000782531, 3.5625e-05, 434, 13375, 627
0.00148431, 0.000758782, 0.000720784, 4.9873e-05, 462, 13784, 990
0.00195692, 0.000841904, 0.00111145, 4.8683e-05, 430, 13372, 825
0.00165768, 0.000820529, 0.000832403, 4.2749e-05, 468, 13712, 726
0.00166599, 0.000765906, 0.000895338, 5.3438e-05, 456, 13949, 1023
0.00147956, 0.000638849, 0.000834779, 4.8686e-05, 455, 14348, 792
0.00253165, 0.00142019, 0.0011067, 5.4623e-05, 430, 13107, 726
0.00213979, 0.00137982, 0.000755219, 4.2747e-05, 440, 13470, 660
0.00156031, 0.000714846, 0.000840716, 5.8186e-05, 464, 13338, 1089
0.00155319, 0.000761156, 0.00078728, 5.1058e-05, 466, 14055, 990
0.00153181, 0.000718408, 0.000808654, 5.3436e-05, 472, 14426, 1023
0.00182749, 0.000809842, 0.00101408, 7.481e-05, 496, 15527, 1584
0.00164343, 0.000774219, 0.000865653, 5.9372e-05, 456, 13121, 957
0.00288788, 0.00148431, 0.00139882, 6.4123e-05, 469, 14745, 825
0.00462988, 0.00061035, 0.000607975, 4.1562e-05, 455, 13479, 825
0.00163868, 0.000773032, 0.00086209, 5.9374e-05, 450, 13488, 990
0.00147007, 0.000708909, 0.000756407, 5.2248e-05, 466, 12873, 957
0.00263496, 0.0015235, 0.00110552, 4.8685e-05, 459, 13821, 594
0.00183461, 0.00084784, 0.00098321, 5.8187e-05, 443, 13588, 924
0.00147244, 0.000686347, 0.000782531, 4.3935e-05, 476, 15312, 858
0.00170993, 0.000911963, 0.000794405, 5.4622e-05, 430, 12884, 957
0.00152706, 0.000708908, 0.000814592, 6.412e-05, 467, 14800, 1122
0.00126107, 0.00062935, 0.000628162, 4.9875e-05, 441, 13619, 759
0.0023369, 0.00132401, 0.00100696, 5.1061e-05, 460, 13994, 726
0.00184174, 0.000878714, 0.000958273, 5.1055e-05, 466, 13803, 759
0.00242003, 0.00128007, 0.00113639, 7.1249e-05, 437, 13845, 957
0.00251146, 0.0014665, 0.00103902, 6.0561e-05, 460, 14129, 759
0.00147125, 0.000695846, 0.000770656, 4.5124e-05, 457, 14885, 990
0.00127057, 0.000568789, 0.000693472, 3.2064e-05, 415, 12693, 594
0.00470587, 0.000777781, 0.000876339, 6.8873e-05, 474, 15609, 1287
0.00144157, 0.000739783, 0.000698222, 4.3936e-05, 425, 13072, 858
0.00290213, 0.00157456, 0.00132163, 9.7371e-05, 413, 12888, 1320
0.00166362, 0.000764719, 0.000892964, 5.2248e-05, 397, 12628, 1122
0.00123376, 0.000568789, 0.00066141, 5.5809e-05, 393, 12262, 957
0.00119576, 0.000530791, 0.000660223, 4.8685e-05, 376, 11363, 891
0.00126345, 0.00054979, 0.000710096, 6.1751e-05, 383, 11989, 1287
0.00123614, 0.000504667, 0.000727907, 6.5309e-05, 332, 8862, 1386
0.00202461, 0.00104258, 0.000977272, 0.000125867, 367, 9716, 1749
0.00106158, 0.000382359, 0.000678035, 7.7185e-05, 324, 6873, 1650
0.00137863, 0.000495167, 0.000879901, 8.9059e-05, 365, 9222, 1650
0.00151519, 0.000638849, 0.00087159, 9.1431e-05, 383, 9862, 1782
0.00156862, 0.000631724, 0.000933337, 9.1437e-05, 405, 10586, 1914
0.00131213, 0.000492793, 0.000815779, 0.000136562, 377, 9407, 1683
0.00146532, 0.000592538, 0.000869215, 0.000102124, 381, 9646, 2211
0.00207685, 0.000902463, 0.00116964, 0.000127057, 350, 7976, 1716
0.00162325, 0.000517729, 0.00110314, 0.000131805, 368, 8906, 2508
0.00128007, 0.00042867, 0.000846653, 9.2618e-05, 370, 8118, 2145
0.00162562, 0.000450044, 0.00117201, 0.000132996, 403, 9585, 3201
0.00160187, 0.000511792, 0.00108533, 0.000165056, 377, 8228, 2772
0.00168856, 0.000536728, 0.00114827, 0.000136558, 438, 9517, 3135
0.00240815, 0.00107227, 0.00132876, 0.000172184, 400, 8571, 2343
0.00176455, 0.000523667, 0.00123733, 0.00015319, 461, 10678, 3135
0.00436507, 0.000771844, 0.00102358, 0.000121122, 447, 10944, 2475
0.0020341, 0.000775406, 0.00125514, 0.000153187, 492, 12440, 3102
0.00177049, 0.000802718, 0.000963023, 0.00011756, 491, 12901, 2409
0.00197948, 0.000865652, 0.00111027, 0.00013774, 516, 14154, 2970
0.00241053, 0.000838341, 0.00156862, 0.00014487, 526, 14185, 2739
0.0020721, 0.000828841, 0.00124089, 0.00012587, 547, 15773, 2574
0.00173724, 0.000676848, 0.00105683, 0.000110438, 517, 14058, 2277
0.00196286, 0.000818154, 0.00113995, 9.8559e-05, 568, 17596, 1947
0.00226922, 0.00102833, 0.00123732, 9.9746e-05, 548, 15962, 1815
0.00558577, 0.000967773, 0.00111977, 0.000106871, 561, 17600, 2244
0.00215998, 0.000984397, 0.00117083, 0.00010212, 586, 16411, 1914
0.00227041, 0.00104258, 0.00122426, 0.000110432, 565, 17200, 2211
0.00187142, 0.00080628, 0.00106158, 0.000130625, 581, 15088, 2310
0.00170755, 0.000775406, 0.000928587, 0.00010568, 578, 16404, 2310
0.00167549, 0.000674473, 0.000999834, 0.000119935, 513, 13808, 2277
0.00359917, 0.00182392, 0.00177049, 0.00018643, 571, 15829, 2211
0.00161137, 0.000664973, 0.000942836, 0.000113997, 550, 14094, 2211
0.00187499, 0.000877526, 0.000995085, 0.000132999, 568, 16208, 2376
0.00274539, 0.00148906, 0.00124089, 0.00015674, 515, 13461, 2277
0.00554065, 0.000660223, 0.000834778, 0.000118747, 524, 15525, 2640
0.00167312, 0.000729095, 0.000940462, 9.7371e-05, 530, 14126, 2178
0.00201154, 0.000940461, 0.00106752, 0.000125872, 541, 15652, 2376
0.00185242, 0.000869214, 0.00097846, 9.975e-05, 480, 13919, 1749
0.00145344, 0.000655473, 0.000794405, 7.7187e-05, 504, 13629, 1518
0.00195098, 0.000890589, 0.00105565, 0.000122304, 480, 13827, 2211
0.0014665, 0.000664973, 0.000799154, 7.8368e-05, 507, 14394, 1518
0.00129076, 0.000642411, 0.000644786, 5.581e-05, 482, 12211, 1254
0.00136794, 0.0006151, 0.000749281, 8.0749e-05, 482, 13461, 1551
0.00114708, 0.000573539, 0.000568789, 4.8688e-05, 502, 12259, 891
0.00145819, 0.000660223, 0.000794405, 8.6682e-05, 521, 13872, 1650
0.00124801, 0.000579476, 0.000663786, 3.9183e-05, 463, 11617, 726
0.0057152, 0.000797967, 0.000805092, 9.8558e-05, 487, 12931, 1716
0.00139882, 0.000598476, 0.00079678, 5.2247e-05, 485, 11721, 957
0.00161493, 0.00060085, 0.00101052, 6.2933e-05, 487, 12874, 1188
0.00143682, 0.000638849, 0.000790843, 3.7999e-05, 448, 10789, 726
0.00172062, 0.000706534, 0.00101052, 5.9374e-05, 448, 12022, 1056
0.00204123, 0.00102596, 0.00101052, 5.9373e-05, 444, 10741, 759
0.00143919, 0.000521291, 0.00091315, 5.5809e-05, 453, 11572, 990
0.00138576, 0.000526041, 0.000856153, 6.6502e-05, 392, 10401, 1287
0.00128601, 0.000547415, 0.000735033, 4.9871e-05, 414, 10841, 990
0.00183224, 0.000673285, 0.00115539, 7.5997e-05, 389, 10044, 1254
0.00156031, 0.000664973, 0.000890589, 7.2434e-05, 402, 10379, 1155
0.00145225, 0.000649536, 0.000799155, 6.7685e-05, 390, 9951, 1254
0.0015995, 0.000813404, 0.000781343, 5.6999e-05, 379, 9901, 1221
0.00501342, 0.000490417, 0.00060085, 8.6685e-05, 378, 9676, 1584
0.00138338, 0.000596101, 0.000784906, 6.2937e-05, 383, 9967, 1089
0.00174437, 0.000625787, 0.00111502, 3.4437e-05, 364, 9150, 627
0.00125632, 0.000553353, 0.000699409, 5.2246e-05, 359, 9431, 924
0.00110908, 0.000415608, 0.000688722, 6.5309e-05, 357, 8937, 1188
0.00190348, 0.00110433, 0.000793217, 8.5498e-05, 361, 9193, 1155
0.00133945, 0.000587788, 0.000748095, 6.4122e-05, 352, 8501, 1122
0.00133826, 0.000417983, 0.000916713, 5.7001e-05, 343, 9247, 1056
0.00143563, 0.00059135, 0.000839528, 7.7184e-05, 326, 8415, 1320
0.00208635, 0.000992709, 0.00108771, 8.0746e-05, 325, 8817, 1056
0.00198542, 0.000859715, 0.00112095, 9.3811e-05, 319, 7794, 1254
0.0070974, 0.000510604, 0.000807467, 8.9057e-05, 332, 8730, 1551
0.00125751, 0.000495167, 0.000759969, 6.7684e-05, 337, 7829, 1353
0.00296388, 0.00120051, 0.00175624, 0.000137747, 343, 9082, 1518
0.00173012, 0.000408483, 0.00131688, 0.000103304, 337, 8177, 1980
0.00156269, 0.000521291, 0.00103783, 9.618e-05, 354, 9040, 1815
0.00159118, 0.000660223, 0.000927399, 7.3625e-05, 365, 8853, 1320
0.00142732, 0.000432232, 0.000991521, 7.0059e-05, 358, 8793, 1221
0.00116845, 0.000402546, 0.000762344, 6.5313e-05, 326, 8033, 1287
0.00533522, 0.000455981, 0.00096896, 7.2436e-05, 359, 9027, 1452
0.00136082, 0.000548603, 0.00080628, 6.7683e-05, 337, 8341, 1155
0.00149738, 0.000480918, 0.00101408, 6.8873e-05, 341, 8470, 1122
0.00137507, 0.000521291, 0.000849027, 7.5999e-05, 349, 8002, 1320
0.0018928, 0.000641223, 0.00124682, 6.8876e-05, 350, 8631, 1089
0.00140594, 0.000603225, 0.000799155, 6.5309e-05, 344, 8109, 1254
0.00141663, 0.000498729, 0.000914337, 5.8181e-05, 344, 8054, 1155
0.00164818, 0.000407296, 0.00123614, 8.9062e-05, 335, 7573, 1683
0.00504667, 0.000580663, 0.0010034, 0.000148435, 355, 7941, 3234
0.00187855, 0.000625787, 0.0012492, 6.8872e-05, 354, 8297, 1353
0.00213741, 0.000965398, 0.00116726, 0.000111621, 338, 8191, 1452
0.00117676, 0.000476168, 0.000695846, 4.3936e-05, 352, 7391, 858
0.0012302, 0.000508229, 0.000718408, 5.9369e-05, 357, 8053, 1188
0.00201273, 0.000919087, 0.00108771, 8.7875e-05, 334, 7378, 1188
0.0015995, 0.000642411, 0.000953523, 9.6189e-05, 353, 8327, 1617
0.00137032, 0.000473793, 0.000892963, 6.5308e-05, 360, 8684, 1452
0.00212079, 0.00107464, 0.0010414, 0.000112808, 350, 8016, 1551
0.0165364, 0.000547415, 0.000957086, 0.00257798, 348, 7897, 68079
0.00148906, 0.000502292, 0.00098321, 6.5311e-05, 351, 8464, 1287
0.00141544, 0.000522478, 0.000889401, 7.1252e-05, 345, 7188, 1287
0.00138813, 0.000559289, 0.000824091, 6.2937e-05, 362, 7819, 1254
0.00136082, 0.000541478, 0.000815779, 7.1251e-05, 347, 8038, 1320
0.00230247, 0.00123732, 0.00105921, 7.5998e-05, 358, 8350, 1023
0.00121476, 0.000504667, 0.000706533, 5.5809e-05, 341, 7910, 1023
0.00180018, 0.000926212, 0.000869214, 5.9373e-05, 344, 7579, 792
0.0012112, 0.000515353, 0.000692284, 6.5313e-05, 339, 7370, 1188
0.0129397, 0.000406108, 0.000748094, 0.000427479, 343, 8098, 10362
0.000864464, 0.000339611, 0.000521291, 4.5121e-05, 338, 6494, 990
0.00144156, 0.000599663, 0.00083834, 5.462e-05, 347, 7949, 957
0.00123614, 0.000548602, 0.000683971, 4.8685e-05, 337, 7133, 891
0.00106039, 0.00040967, 0.00064716, 6.0559e-05, 336, 7316, 1056
0.000959461, 0.000384734, 0.000572352, 4.7498e-05, 337, 7220, 759
0.00104614, 0.00042392, 0.000618662, 7.1247e-05, 344, 7238, 1188
0.00125395, 0.000561664, 0.000688721, 5.581e-05, 338, 7223, 957
0.00112214, 0.000478543, 0.000640036, 6.056e-05, 337, 7339, 957
0.00159593, 0.000825279, 0.000765906, 8.3119e-05, 328, 6869, 1188
0.000998647, 0.000422733, 0.000571164, 5.1059e-05, 339, 7329, 858
0.0121631, 0.00037286, 0.000558102, 0.000378789, 342, 7118, 9801
0.00203767, 0.00102239, 0.00101171, 8.0747e-05, 359, 7962, 990
0.00116845, 0.000523666, 0.000640036, 5.1057e-05, 339, 6987, 825
0.000967772, 0.000387109, 0.000577101, 6.5312e-05, 348, 7459, 1221
0.00111145, 0.000429857, 0.000678035, 6.2934e-05, 360, 7770, 990
0.00190348, 0.0009084, 0.000989147, 9.1432e-05, 345, 7742, 1155
0.00100221, 0.00048923, 0.000510603, 4.6312e-05, 337, 6702, 759
0.00212672, 0.00102239, 0.00109839, 7.956e-05, 348, 7916, 990
0.00133351, 0.000546228, 0.000783718, 4.1561e-05, 338, 7265, 825
0.00247109, 0.00121357, 0.00125276, 8.3118e-05, 363, 8489, 990
0.00225734, 0.000971335, 0.00128007, 9.3814e-05, 353, 7869, 1188
0.00144275, 0.000781343, 0.000657848, 5.4622e-05, 348, 7607, 1056
0.00182274, 0.000585414, 0.00123376, 5.1056e-05, 364, 9083, 924
0.00170637, 0.000631724, 0.00107108, 4.6313e-05, 382, 9647, 792
0.00140119, 0.00065666, 0.000740969, 6.6498e-05, 361, 7926, 1188
0.0115871, 0.000553352, 0.00120645, 0.000324185, 352, 9520, 7755
0.0017503, 0.000685159, 0.00106039, 4.8685e-05, 348, 8375, 759
0.00152944, 0.0005866, 0.000939273, 3.7998e-05, 364, 9193, 660
0.00247702, 0.000977272, 0.001495, 8.7869e-05, 340, 8840, 1122
0.00235471, 0.00115183, 0.00119695, 4.5122e-05, 350, 8890, 561
0.00241171, 0.00079203, 0.00161612, 5.2246e-05, 396, 10457, 957
0.00209229, 0.000641223, 0.0014475, 4.2747e-05, 391, 11233, 660
0.00116608, 0.000495167, 0.000667347, 3.6807e-05, 347, 8581, 660
0.00234878, 0.000700596, 0.00164343, 4.8687e-05, 377, 10571, 825
0.00243427, 0.00120407, 0.00122545, 0.000104493, 363, 9660, 990
0.00295794, 0.00135488, 0.00159831, 7.7183e-05, 372, 10244, 891
0.00222885, 0.00071722, 0.00150687, 5.3433e-05, 375, 10955, 825
0.00167312, 0.000682785, 0.000986772, 4.9873e-05, 354, 9542, 891
0.00240815, 0.000674472, 0.00172893, 5.4624e-05, 397, 11994, 858
0.0142672, 0.00064716, 0.0023084, 0.000353852, 413, 13151, 8910
0.00192248, 0.000695846, 0.00122189, 5.4624e-05, 363, 9710, 924
0.00269551, 0.00089415, 0.0017978, 3.7997e-05, 387, 12684, 627
0.00225853, 0.000869214, 0.00138457, 6.0558e-05, 369, 11124, 1188
0.00295913, 0.00131688, 0.0016375, 8.9059e-05, 389, 12461, 1353
0.00294013, 0.00100102, 0.00193555, 6.2937e-05, 407, 13288, 1155
0.00169212, 0.000698221, 0.000990334, 5.4627e-05, 373, 11279, 1122
0.00238678, 0.000872776, 0.00150925, 4.6308e-05, 421, 13783, 858
0.0028297, 0.00109839, 0.00172655, 7.362e-05, 406, 13423, 924
0.00160662, 0.000710096, 0.000892963, 3.9187e-05, 369, 11088, 726
0.00206498, 0.00077778, 0.00128363, 4.9875e-05, 392, 13728, 858
0.00152587, 0.000682784, 0.000839527, 5.4622e-05, 369, 11377, 1188
0.00188923, 0.000673284, 0.0012112, 6.0562e-05, 392, 12822, 1122
0.00301731, 0.00148906, 0.00152231, 7.2433e-05, 417, 13499, 924
0.00187736, 0.000863277, 0.00101052, 4.9874e-05, 385, 12501, 858
0.00236896, 0.00108533, 0.00128007, 5.5812e-05, 416, 13813, 957
0.0138231, 0.000736219, 0.00192961, 0.000504663, 406, 13738, 9768
0.00226803, 0.000909587, 0.00135369, 5.2247e-05, 394, 12460, 990
0.00261952, 0.000907212, 0.00170874, 5.1056e-05, 411, 14191, 1023
0.00197117, 0.000725532, 0.00124089, 6.6497e-05, 379, 11557, 1254
0.00278101, 0.001533, 0.00124326, 4.7491e-05, 385, 12418, 891
0.00191417, 0.000673284, 0.00123732, 6.7685e-05, 400, 12486, 1320
0.00180255, 0.000761156, 0.00103783, 5.2246e-05, 389, 11649, 1056
0.00240221, 0.000824091, 0.00157456, 4.7506e-05, 410, 12939, 924
0.00245209, 0.000984396, 0.00146294, 4.6308e-05, 407, 13446, 792
0.00164699, 0.000630536, 0.00101171, 4.1558e-05, 374, 11030, 693
0.00314199, 0.00154606, 0.00159118, 7.5996e-05, 379, 12027, 1056
0.00198423, 0.000689909, 0.00129076, 4.1561e-05, 384, 12908, 825
0.00217066, 0.00114233, 0.00102477, 6.8872e-05, 371, 11329, 957
0.00278932, 0.00105921, 0.00172537, 5.3435e-05, 398, 13485, 957
0.0140713, 0.000727907, 0.00219322, 0.000882281, 405, 14207, 20130
0.00263733, 0.000932149, 0.00170162, 4.3936e-05, 387, 12716, 693
0.00416439, 0.00165768, 0.00250196, 7.2431e-05, 420, 15078, 957
0.00236421, 0.000735032, 0.00162681, 4.1562e-05, 385, 12700, 726
0.0024794, 0.000749282, 0.00172655, 4.3934e-05, 396, 13964, 726
0.00240696, 0.000839528, 0.00156269, 4.9871e-05, 409, 14283, 792
0.00191061, 0.000713658, 0.0011922, 2.731e-05, 386, 13354, 561
0.00280832, 0.000868026, 0.00193673, 5.8186e-05, 409, 14818, 957
0.00223003, 0.000797967, 0.00142731, 3.4435e-05, 389, 13968, 561
0.00265633, 0.000927399, 0.00172537, 3.206e-05, 392, 14103, 495
0.00308856, 0.00114589, 0.00193792, 6.0559e-05, 420, 16315, 1023
0.00201629, 0.000784904, 0.00122782, 4.0375e-05, 365, 13472, 726
0.00270501, 0.000998646, 0.0017028, 4.156e-05, 400, 15252, 858
0.00222884, 0.000844277, 0.001381, 6.1747e-05, 396, 14754, 1188
0.00348398, 0.00148788, 0.00199135, 3.4437e-05, 377, 13590, 462
0.00950673, 0.000909587, 0.00207329, 0.000457168, 390, 15383, 11979
0.00332367, 0.00161731, 0.00170162, 7.8376e-05, 359, 13423, 957
0.00263377, 0.00113401, 0.001495, 2.1373e-05, 378, 14448, 363
0.00372147, 0.00156981, 0.0021481, 2.8501e-05, 389, 15783, 495
0.00192129, 0.000702971, 0.00121595, 3.206e-05, 342, 11530, 561
0.00210654, 0.000844277, 0.0012587, 2.4936e-05, 351, 12120, 462
0.00185836, 0.000686346, 0.00116964, 3.2061e-05, 336, 10750, 726
0.00202817, 0.00061985, 0.00140475, 5.5809e-05, 345, 11331, 990
0.00179068, 0.000704158, 0.00108296, 2.3749e-05, 337, 10837, 462
0.00235471, 0.00121001, 0.00113876, 4.6311e-05, 320, 10270, 693
0.00241884, 0.000797967, 0.00161612, 2.9687e-05, 314, 10649, 495
0.00906262, 0.000663785, 0.00162087, 0.00040374, 324, 11611, 10725
0.00258389, 0.00110552, 0.00147244, 2.1375e-05, 289, 8874, 264
0.00289382, 0.00123851, 0.00164937, 4.1561e-05, 320, 11155, 462
0.00214335, 0.000675659, 0.00146413, 2.2563e-05, 312, 10490, 297
0.00253164, 0.000841902, 0.00168499, 2.9688e-05, 339, 11382, 363
0.00266345, 0.000921462, 0.00173843, 2.0185e-05, 327, 12263, 363
0.00213741, 0.000670909, 0.00146294, 1.7809e-05, 325, 11511, 396
0.00296269, 0.000917899, 0.00204123, 1.3061e-05, 385, 16216, 231
0.00276082, 0.00089415, 0.00186311, 9.5e-06, 390, 15452, 165
0.00276201, 0.00107939, 0.00167787, 1.0686e-05, 349, 12632, 165
0.0034721, 0.00095946, 0.00250789, 2.3747e-05, 388, 16380, 363
0.00268364, 0.00138457, 0.00129432, 1.7812e-05, 345, 12684, 330
0.00704514, 0.000783717, 0.00200085, 0.000231555, 385, 14373, 5907
0.0036051, 0.00108058, 0.00252096, 2.2562e-05, 358, 13939, 330
0.00293538, 0.000904838, 0.00202698, 1.3061e-05, 331, 12283, 198
0.00512029, 0.0012492, 0.00386634, 1.781e-05, 414, 18276, 297
0.00320255, 0.00108177, 0.00211722, 1.0687e-05, 381, 15198, 198
0.00485786, 0.0018263, 0.00302681, 2.8499e-05, 352, 14312, 363
0.00451231, 0.00192961, 0.00257795, 1.3062e-05, 391, 16318, 198
0.00212316, 0.000805091, 0.00131451, 3.0872e-05, 301, 10201, 495
0.00242952, 0.000755219, 0.00167074, 3.6815e-05, 361, 13309, 693
0.00209585, 0.000650723, 0.00144156, 2.2563e-05, 326, 10921, 396
