Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.00220272, 0.000622224, 0.00157575, 4.1561e-05, 340, 12105, 726
0.0026967, 0.000720782, 0.00197117, 3.6809e-05, 336, 12541, 627
0.00203766, 0.000762343, 0.00127057, 5.2248e-05, 317, 10984, 1056
0.00290569, 0.000939273, 0.00196285, 6.412e-05, 347, 13898, 1056
0.00281901, 0.000974896, 0.00183936, 6.2936e-05, 368, 15037, 990
0.00913268, 0.000509416, 0.00115301, 0.000526034, 309, 10394, 9471
0.00245802, 0.000811028, 0.00164343, 7.2435e-05, 348, 14452, 1287
0.0024889, 0.000841902, 0.00164343, 3.5626e-05, 318, 10917, 627
0.00181086, 0.000659035, 0.00114826, 4.512e-05, 346, 12940, 726
0.00230009, 0.000682784, 0.00161374, 6.1748e-05, 343, 13437, 1056
0.00185955, 0.000623411, 0.00123139, 4.2749e-05, 333, 12002, 726
0.00291281, 0.00102239, 0.00188567, 9.0252e-05, 367, 14842, 1716
0.00357779, 0.00162324, 0.00194979, 5.1058e-05, 373, 15178, 594
0.00187261, 0.000790842, 0.00107939, 5.3437e-05, 332, 11379, 1023
0.00226684, 0.00123495, 0.00102714, 3.4436e-05, 354, 14950, 627
0.00221697, 0.000846652, 0.00136438, 3.7998e-05, 335, 12185, 693
0.00216235, 0.000788467, 0.00136913, 3.4437e-05, 364, 14604, 495
0.00251977, 0.000991521, 0.0015235, 4.8686e-05, 340, 13238, 759
0.0018263, 0.000815778, 0.00100696, 4.0374e-05, 338, 12317, 759
0.00253758, 0.000921461, 0.00161137, 3.4436e-05, 370, 15670, 693
0.00405752, 0.00178593, 0.00225972, 4.0372e-05, 350, 15130, 495
0.00191061, 0.000877525, 0.00102952, 2.3747e-05, 337, 12840, 429
0.00436388, 0.00184886, 0.00251027, 3.7998e-05, 366, 16054, 462
0.00183461, 0.000742156, 0.00108771, 1.7811e-05, 341, 13090, 330
0.00259577, 0.000983208, 0.00161018, 2.375e-05, 363, 14930, 396
0.00291757, 0.000871589, 0.00204241, 1.4249e-05, 363, 14863, 264
0.0026587, 0.000947585, 0.00170637, 1.9e-05, 395, 17803, 396
0.00252452, 0.00111976, 0.00140119, 1.425e-05, 339, 11778, 198
0.0025732, 0.00104021, 0.00152943, 1.5437e-05, 386, 15950, 231
0.00261714, 0.00111739, 0.00149619, 2.2561e-05, 355, 14239, 495
0.00197473, 0.00104614, 0.000925024, 2.9685e-05, 340, 13424, 462
0.00262783, 0.00122782, 0.00139644, 1.7809e-05, 368, 14961, 297
0.00232621, 0.00102952, 0.00129313, 1.7813e-05, 348, 14199, 297
0.00281307, 0.00119458, 0.00161493, 2.0185e-05, 394, 16502, 363
0.00277744, 0.00129551, 0.00147838, 8.311e-06, 384, 18059, 165
0.00211722, 0.000985583, 0.00112808, 1.3062e-05, 325, 12611, 198
0.00238559, 0.00100221, 0.00137863, 1.3062e-05, 385, 18613, 198
0.00302087, 0.00125988, 0.00175743, 8.312e-06, 384, 18531, 132
0.00229415, 0.000986771, 0.00130382, 1.5437e-05, 388, 17446, 231
0.00335929, 0.00189042, 0.00146531, 1.1874e-05, 397, 19753, 165
0.00274301, 0.00116014, 0.00157931, 1.425e-05, 358, 15703, 198
0.00275488, 0.0012112, 0.00154012, 8.313e-06, 407, 19132, 198
0.00223478, 0.000992708, 0.00123732, 1.5437e-05, 400, 20029, 198
0.00277269, 0.00161137, 0.00115658, 9.499e-06, 353, 14615, 132
0.00406702, 0.00216235, 0.00189992, 2.7313e-05, 396, 18750, 330
0.00330705, 0.00184411, 0.001457, 2.0185e-05, 371, 16714, 231
0.00266939, 0.00135013, 0.00131569, 1.0686e-05, 390, 17840, 132
0.00215878, 0.0010782, 0.00107702, 1.4249e-05, 409, 19574, 198
0.00191536, 0.000951147, 0.000960647, 3.562e-06, 372, 16650, 99
0.00252808, 0.00125988, 0.00126345, 4.751e-06, 434, 20563, 99
0.00218253, 0.000987959, 0.00119101, 8.313e-06, 390, 18106, 132
0.00256133, 0.00156625, 0.000990333, 1.1876e-05, 366, 15993, 165
0.0023939, 0.0011637, 0.00122664, 1.425e-05, 424, 20749, 231
0.00206141, 0.00100696, 0.00104971, 2.375e-06, 382, 18056, 66
0.0023464, 0.00133351, 0.00100696, 3.562e-06, 405, 19207, 66
0.00529246, 0.00285344, 0.00243308, 1.0687e-05, 417, 20631, 99
0.0017693, 0.000915524, 0.000851402, 2.375e-06, 363, 16764, 33
0.00302206, 0.00164224, 0.00137625, 9.5e-06, 438, 21106, 132
0.00320849, 0.00182511, 0.00137863, 1.1875e-05, 397, 18182, 132
0.00304462, 0.00177761, 0.00126226, 2.4936e-05, 372, 16505, 264
0.00453606, 0.00241409, 0.00211604, 1.3063e-05, 409, 19931, 132
0.00207685, 0.00109958, 0.000972521, 8.313e-06, 353, 14733, 132
0.00259933, 0.00134063, 0.00125395, 5.937e-06, 398, 18245, 66
0.00184292, 0.000890587, 0.000947585, 2.375e-06, 374, 16603, 33
0.00189161, 0.000973709, 0.000913149, 7.125e-06, 340, 13458, 99
0.00253639, 0.00161968, 0.000911961, 1.0687e-05, 420, 18620, 165
0.00179424, 0.000920274, 0.000869214, 1.1873e-05, 364, 15513, 198
0.00192961, 0.000917898, 0.00100933, 1.0688e-05, 356, 14874, 198
0.00175268, 0.000920274, 0.00082884, 1.5437e-05, 388, 16088, 264
0.00189279, 0.00101408, 0.000875151, 1.3063e-05, 310, 11928, 165
0.00271451, 0.00151044, 0.00119932, 9.499e-06, 357, 14889, 165
0.00169805, 0.000917899, 0.000775405, 8.313e-06, 340, 14492, 165
0.00153062, 0.000777779, 0.00074928, 5.937e-06, 334, 13165, 99
0.0018453, 0.000915523, 0.000926211, 4.75e-06, 393, 17683, 66
0.00204123, 0.00134775, 0.000688721, 7.124e-06, 363, 15513, 132
0.00236065, 0.00128601, 0.00107108, 1.0687e-05, 374, 16502, 165
0.00201035, 0.00107702, 0.000929774, 7.124e-06, 413, 19041, 99
0.00293181, 0.00166243, 0.00126345, 1.1874e-05, 322, 13262, 165
0.00186548, 0.00106989, 0.000792029, 7.124e-06, 407, 18771, 99
0.00239865, 0.00132994, 0.00106514, 2.375e-06, 384, 17477, 33
0.00242121, 0.0012207, 0.00119576, 7.125e-06, 378, 16384, 99
0.0020531, 0.00114589, 0.000901274, 1.1875e-05, 404, 18647, 165
0.00180017, 0.00102477, 0.00077303, 1.3062e-05, 363, 16655, 198
0.00235471, 0.00122782, 0.00112333, 1.6624e-05, 404, 18709, 264
0.0027442, 0.00145344, 0.0012872, 2.0186e-05, 423, 20583, 297
0.00161018, 0.000859713, 0.000748093, 1.1874e-05, 354, 14355, 165
0.0036051, 0.00207804, 0.00152112, 2.9686e-05, 412, 19637, 363
0.00213503, 0.00112689, 0.00100577, 1.0688e-05, 408, 19262, 198
0.00204716, 0.00100458, 0.00103902, 1.0687e-05, 384, 18415, 165
0.00312181, 0.00207329, 0.00104377, 1.5438e-05, 431, 21150, 264
0.00202223, 0.00109602, 0.000921461, 1.0688e-05, 384, 18320, 165
0.00245564, 0.00124801, 0.00120407, 8.313e-06, 415, 18741, 132
0.00189042, 0.000971333, 0.000913149, 9.5e-06, 397, 19065, 165
0.00183223, 0.000777779, 0.00105089, 1.6625e-05, 316, 12603, 231
0.00235946, 0.0012017, 0.0011542, 7.124e-06, 351, 15279, 99
0.00173724, 0.000808653, 0.000925023, 1.4249e-05, 309, 12493, 231
0.00146531, 0.000780155, 0.000682784, 1.1875e-05, 321, 12045, 264
0.00164105, 0.000974897, 0.000662597, 1.3061e-05, 337, 12524, 198
0.00201035, 0.00107702, 0.000928586, 2.0185e-05, 328, 13051, 264
0.00147244, 0.000765905, 0.000702971, 4.75e-06, 354, 13201, 66
0.00219678, 0.0011732, 0.00101883, 2.0186e-05, 347, 14702, 264
0.00142969, 0.000761155, 0.000666159, 1.9e-05, 326, 11782, 264
0.00255539, 0.0015805, 0.000970147, 9.498e-06, 359, 15049, 132
0.00245683, 0.00136913, 0.00108177, 3.0874e-05, 329, 12918, 363
0.00205904, 0.00102714, 0.00102714, 7.125e-06, 341, 13641, 132
0.00170993, 0.000830028, 0.000877525, 5.937e-06, 362, 15054, 99
0.00374759, 0.0023939, 0.00134657, 5.937e-06, 397, 18353, 66
0.00154131, 0.000776592, 0.000761155, 3.563e-06, 335, 12861, 33
0.0032833, 0.00194267, 0.00133588, 1.781e-05, 397, 17641, 231
0.00180492, 0.00101289, 0.000788467, 8.313e-06, 348, 14711, 132
0.00342698, 0.00198067, 0.00144156, 8.311e-06, 360, 15296, 99
0.00319068, 0.00191179, 0.00127532, 5.938e-06, 421, 19057, 66
0.00227159, 0.00117082, 0.00109839, 9.5e-06, 357, 15260, 165
0.00246871, 0.0012872, 0.00117795, 1.4251e-05, 420, 18530, 198
0.00195217, 0.00104139, 0.000907211, 1.5436e-05, 411, 19184, 264
0.00159475, 0.000771842, 0.00081934, 1.4249e-05, 345, 13394, 231
0.00293538, 0.00184767, 0.00108295, 1.1875e-05, 397, 18687, 165
0.0021386, 0.00108295, 0.00105089, 7.125e-06, 358, 16022, 132
0.00359203, 0.00231315, 0.00127295, 1.6625e-05, 385, 17668, 264
0.00257558, 0.00137863, 0.00119457, 9.5e-06, 415, 19528, 165
0.00198423, 0.0011257, 0.000853776, 9.5e-06, 355, 16105, 132
0.00244021, 0.00136319, 0.00107227, 8.312e-06, 427, 20008, 99
0.00278932, 0.00152706, 0.0012587, 9.499e-06, 414, 19554, 165
0.00198423, 0.00112333, 0.000857339, 2.375e-06, 348, 14036, 33
0.00228347, 0.00113401, 0.00114589, 4.75e-06, 404, 19277, 99
0.00176217, 0.00092146, 0.000835964, 1.3062e-05, 347, 14881, 198
0.00337829, 0.00196642, 0.00140594, 1.6624e-05, 377, 16228, 165
0.00237015, 0.00124682, 0.00111739, 7.125e-06, 365, 15944, 99
0.00181205, 0.000941647, 0.000866838, 8.312e-06, 340, 13092, 165
0.00317168, 0.00188567, 0.00128007, 8.312e-06, 404, 17482, 66
0.00219916, 0.00112689, 0.00106752, 1.1876e-05, 367, 15350, 231
0.0015235, 0.000841902, 0.00067922, 3.563e-06, 331, 12654, 66
0.00158762, 0.000865651, 0.000718407, 5.937e-06, 367, 13744, 99
0.00196048, 0.00109008, 0.00086565, 7.125e-06, 320, 11978, 132
0.00173011, 0.000985583, 0.000738594, 5.936e-06, 342, 12958, 99
0.00172536, 0.000910773, 0.000811028, 1.4249e-05, 343, 13829, 231
0.00167549, 0.000919085, 0.000751655, 8.313e-06, 317, 11680, 132
0.00238796, 0.00127651, 0.00110433, 1.1875e-05, 407, 17873, 165
0.00198304, 0.000936897, 0.00104139, 1.0687e-05, 371, 16033, 198
0.00221103, 0.00118032, 0.00102714, 9.501e-06, 365, 15306, 165
0.00233571, 0.00122189, 0.00111027, 4.748e-06, 402, 18511, 99
0.00163512, 0.000876337, 0.00075403, 1.1875e-05, 323, 14145, 165
0.00227515, 0.0011827, 0.00108889, 0, 381, 17407, 0
0.00189517, 0.00108652, 0.000805091, 9.499e-06, 349, 15658, 132
0.0015045, 0.000807466, 0.000693471, 7.125e-06, 338, 13369, 99
0.00225022, 0.00119932, 0.00104614, 1.6623e-05, 430, 19590, 264
0.00195335, 0.000952334, 0.000997458, 3.4434e-05, 380, 16918, 825
0.00313605, 0.00197591, 0.00115539, 4.6312e-05, 364, 16172, 726
0.00318236, 0.00190704, 0.00127057, 3.563e-06, 413, 19687, 33
0.00173011, 0.0008894, 0.000837152, 5.938e-06, 323, 13568, 99
0.00269076, 0.00149381, 0.00118982, 1.0688e-05, 404, 18859, 165
0.00194385, 0.00102121, 0.000919086, 5.937e-06, 392, 17670, 66
0.00188686, 0.00101171, 0.000870401, 1.5439e-05, 363, 16054, 231
0.00394114, 0.00247583, 0.00146056, 8.313e-06, 431, 19996, 99
0.00177642, 0.000909586, 0.000862088, 1.3063e-05, 369, 16622, 231
0.00257083, 0.00134538, 0.00122189, 5.937e-06, 389, 17741, 66
0.00223953, 0.0011827, 0.00105327, 4.749e-06, 441, 21217, 66
0.00186786, 0.000882274, 0.00098202, 7.125e-06, 337, 15422, 99
0.00255064, 0.00135488, 0.0011922, 7.124e-06, 400, 19485, 132
0.00204479, 0.00110314, 0.000938085, 1.5437e-05, 405, 19380, 264
0.0020531, 0.00110077, 0.000948772, 1.4248e-05, 379, 17520, 198
0.0031218, 0.00158287, 0.001533, 1.1874e-05, 417, 20286, 165
0.00298881, 0.00178592, 0.00119932, 1.8996e-05, 388, 18589, 297
0.00254589, 0.00132044, 0.00121951, 1.1875e-05, 404, 17875, 231
0.00278457, 0.00132876, 0.00145344, 7.124e-06, 431, 20713, 99
0.00163749, 0.000925022, 0.000707719, 9.499e-06, 339, 13277, 132
0.00253045, 0.00132876, 0.00119814, 1.8999e-05, 415, 19342, 330
0.00193792, 0.000957084, 0.000976084, 1.3063e-05, 358, 15570, 198
0.00169686, 0.000913149, 0.000778967, 9.499e-06, 354, 14284, 165
0.00234996, 0.00124326, 0.00110314, 1.7812e-05, 368, 15164, 231
0.00226209, 0.001495, 0.000761155, 1.6625e-05, 338, 13054, 231
0.00285107, 0.00163749, 0.00120882, 1.8998e-05, 344, 13320, 264
0.00264207, 0.00164699, 0.000989145, 1.0687e-05, 359, 14801, 132
0.00136557, 0.000592537, 0.000769467, 2.7312e-05, 309, 10410, 429
0.00152706, 0.000768279, 0.000755217, 4.75e-06, 348, 13792, 99
0.00141306, 0.000762342, 0.000648347, 8.313e-06, 314, 11612, 132
0.00144513, 0.00076353, 0.000678033, 8.313e-06, 322, 12405, 132
0.00209466, 0.00114589, 0.000944022, 2.375e-06, 344, 13847, 33
0.00136082, 0.000745718, 0.000611536, 1.3062e-05, 331, 12917, 165
0.00200204, 0.00104495, 0.000953521, 4.75e-06, 405, 17817, 66
0.00246158, 0.00134538, 0.00111145, 9.498e-06, 394, 18570, 165
0.00158762, 0.000892961, 0.000691095, 7.124e-06, 348, 13187, 165
0.00309568, 0.00176692, 0.00132519, 1.8999e-05, 399, 17969, 198
0.00192129, 0.000972521, 0.000945209, 3.562e-06, 340, 15061, 66
0.00290569, 0.00168499, 0.00121476, 1.1875e-05, 369, 16480, 132
0.00194979, 0.0010877, 0.000858526, 7.124e-06, 388, 17960, 165
0.00205904, 0.00106633, 0.000987957, 1.0687e-05, 401, 19694, 231
0.00143325, 0.000735031, 0.00069347, 3.563e-06, 318, 12770, 66
0.00196167, 0.00105089, 0.000906023, 2.375e-06, 399, 18336, 33
0.00310637, 0.00185123, 0.0012492, 1.1875e-05, 355, 15375, 132
0.00185954, 0.00109245, 0.000762343, 8.312e-06, 361, 15497, 99
0.00206379, 0.00111383, 0.000946397, 7.125e-06, 408, 18502, 99
0.00279288, 0.00173605, 0.00105208, 1.0686e-05, 347, 15083, 132
0.00189635, 0.000983208, 0.000909586, 4.75e-06, 411, 17550, 66
0.00197235, 0.00105683, 0.000910773, 7.125e-06, 403, 19633, 99
0.0019011, 0.000972521, 0.000925023, 3.563e-06, 350, 14335, 66
0.00270382, 0.00152469, 0.00117439, 1.3061e-05, 400, 18599, 198
0.00231671, 0.00111739, 0.00119695, 1.4251e-05, 369, 14927, 198
0.00239271, 0.00108652, 0.00130144, 9.499e-06, 374, 16487, 132
0.00246633, 0.00131926, 0.0011447, 9.499e-06, 396, 17747, 132
0.00177286, 0.000881087, 0.000888212, 2.375e-06, 351, 15307, 33
0.00216709, 0.00110433, 0.0010592, 2.2563e-05, 445, 19587, 363
0.00203766, 0.00105089, 0.00098202, 1.1875e-05, 409, 19223, 165
0.00179542, 0.000964208, 0.00082884, 1.3062e-05, 351, 15268, 297
0.00197591, 0.00103071, 0.000941647, 1.425e-05, 394, 19011, 198
0.00176336, 0.00086565, 0.000894149, 5.937e-06, 363, 15191, 99
0.00210772, 0.00120407, 0.000900087, 9.5e-06, 381, 16362, 132
0.00192485, 0.000993895, 0.000927398, 5.937e-06, 383, 17788, 99
0.00188923, 0.000942835, 0.000942834, 2.375e-06, 323, 12973, 33
0.00200798, 0.00105327, 0.000949959, 4.75e-06, 403, 18043, 99
0.002971, 0.00175624, 0.00120882, 1.0687e-05, 368, 17348, 132
0.00189992, 0.000980832, 0.000915523, 8.313e-06, 337, 13485, 132
0.00213028, 0.00117676, 0.000949959, 7.124e-06, 376, 17355, 99
0.00193792, 0.000972521, 0.000961834, 8.313e-06, 318, 13043, 99
0.00169924, 0.000948772, 0.000746906, 2.375e-06, 365, 15489, 33
0.00243189, 0.00128482, 0.00114351, 8.313e-06, 376, 17479, 132
0.00198779, 0.00103308, 0.000949959, 7.125e-06, 337, 12735, 99
0.00199373, 0.00109958, 0.000890587, 4.75e-06, 427, 20048, 66
0.00232503, 0.0012397, 0.00108058, 4.75e-06, 392, 17014, 66
0.00189042, 0.00102358, 0.000863275, 1.5439e-05, 373, 16801, 231
0.0026682, 0.00128482, 0.00137981, 7.124e-06, 410, 20036, 99
0.00293894, 0.00161968, 0.00131332, 1.3061e-05, 353, 15607, 132
0.0019676, 0.00100221, 0.000961833, 8.312e-06, 396, 18877, 165
0.00260051, 0.00135963, 0.00123495, 1.4249e-05, 396, 18669, 198
0.00174436, 0.000992707, 0.000746906, 7.126e-06, 370, 16521, 132
0.00408601, 0.0022894, 0.00179067, 1.0688e-05, 441, 22023, 132
0.00184292, 0.000960646, 0.000878712, 1.3064e-05, 378, 16779, 231
0.00211366, 0.00109364, 0.00101527, 7.125e-06, 394, 18119, 165
0.00284869, 0.00146531, 0.001381, 2.6125e-05, 428, 20850, 330
0.0017408, 0.000984395, 0.000751655, 4.749e-06, 360, 15456, 66
0.00389127, 0.00249127, 0.00139525, 1.0687e-05, 390, 18776, 132
0.00228584, 0.00111976, 0.00116251, 7.125e-06, 389, 17356, 99
0.0021006, 0.000961834, 0.0011352, 2.2561e-05, 364, 15587, 297
0.00225734, 0.00120526, 0.00104733, 4.75e-06, 420, 20262, 66
0.00215878, 0.00116845, 0.00098677, 9.5e-06, 379, 16067, 165
0.00250314, 0.00128007, 0.00121714, 1.7813e-05, 374, 16789, 363
0.00226684, 0.00113045, 0.00113283, 1.5436e-05, 422, 19519, 231
0.00148787, 0.000788466, 0.000695845, 8.311e-06, 324, 12691, 132
0.00193198, 0.00111264, 0.000813402, 1.7813e-05, 364, 15166, 297
0.0017503, 0.000913148, 0.000832402, 1.4249e-05, 316, 12500, 231
0.00161256, 0.000724344, 0.000885837, 1.0688e-05, 318, 12258, 165
0.00179898, 0.00097727, 0.000816965, 9.5e-06, 352, 15280, 99
0.00144394, 0.000834777, 0.000605599, 9.501e-06, 338, 14255, 165
0.00201154, 0.00103427, 0.000972521, 4.75e-06, 345, 13810, 66
0.00183698, 0.000944021, 0.000888211, 2.0187e-05, 384, 17649, 297
0.00181205, 0.000904836, 0.000902461, 1.0686e-05, 314, 12177, 165
0.00257083, 0.00158406, 0.00098202, 1.1874e-05, 351, 13768, 165
0.0020531, 0.00111976, 0.000929772, 4.75e-06, 322, 13326, 66
0.00270857, 0.00167549, 0.00102833, 2.9685e-05, 339, 13392, 429
0.0019961, 0.0011732, 0.000819339, 1.1874e-05, 394, 17138, 198
0.00205191, 0.0010877, 0.000959459, 1.0688e-05, 344, 14985, 165
0.00205666, 0.00103902, 0.00101408, 1.6623e-05, 402, 18293, 231
0.00260526, 0.00137625, 0.00122426, 2.0188e-05, 412, 19845, 297
0.00224309, 0.00129788, 0.000940459, 1.1876e-05, 343, 14091, 198
0.00230959, 0.0011827, 0.00112333, 8.312e-06, 393, 17754, 132
0.0017218, 0.00102121, 0.00069822, 8.312e-06, 345, 14391, 132
0.00295437, 0.00153062, 0.001419, 9.499e-06, 357, 14710, 99
0.00259695, 0.00126582, 0.00132757, 8.312e-06, 396, 17851, 132
0.00172655, 0.00086565, 0.000857338, 5.937e-06, 344, 14157, 132
0.00196404, 0.000989144, 0.000971332, 9.499e-06, 416, 19446, 132
0.00198898, 0.00108058, 0.000903648, 9.499e-06, 404, 18663, 132
0.00217897, 0.00114351, 0.00103071, 4.75e-06, 351, 14365, 66
0.00244258, 0.00128244, 0.00115657, 1.7812e-05, 409, 19257, 264
0.00188685, 0.000947584, 0.00093571, 4.75e-06, 365, 15856, 66
0.00186073, 0.00104139, 0.000815777, 7.125e-06, 392, 18046, 132
0.00355285, 0.00242952, 0.00111739, 1.0687e-05, 405, 19979, 132
0.00281425, 0.00149856, 0.00131094, 2.375e-06, 412, 20375, 33
0.00181205, 0.000966583, 0.000840714, 1.0688e-05, 340, 13752, 165
0.00291994, 0.00164224, 0.00127294, 3.562e-06, 399, 18203, 33
0.00219203, 0.00118507, 0.00100339, 7.124e-06, 368, 15441, 99
0.00284038, 0.00173249, 0.00110314, 3.562e-06, 367, 15716, 66
0.00309212, 0.00193079, 0.00115657, 2.375e-06, 396, 18545, 33
0.00198066, 0.00111739, 0.000858525, 1.1875e-05, 347, 15143, 165
0.00291162, 0.00175386, 0.00115301, 2.375e-06, 395, 16449, 33
0.00238796, 0.00129076, 0.00109245, 3.562e-06, 384, 17791, 33
0.0019296, 0.000984394, 0.000942834, 5.937e-06, 336, 12961, 99
0.00227396, 0.00116489, 0.00110433, 5.937e-06, 364, 15224, 66
0.00283681, 0.00163155, 0.00120051, 1.6624e-05, 342, 14456, 231
0.00343173, 0.0020721, 0.00135488, 2.375e-06, 354, 15167, 33
0.00183223, 0.000984394, 0.000844275, 2.375e-06, 390, 17193, 33
0.00209941, 0.00111264, 0.000983208, 1.1875e-05, 336, 13426, 198
0.00282969, 0.00145344, 0.00137032, 4.749e-06, 427, 19367, 66
0.00193792, 0.00102121, 0.000913147, 0, 387, 18272, 0
0.00204597, 0.00112333, 0.000917898, 1.0687e-05, 351, 13229, 132
0.00343529, 0.00210178, 0.00132757, 1.8999e-05, 378, 16641, 198
0.00193673, 0.000985582, 0.000946396, 1.9e-05, 328, 13416, 264
0.00287956, 0.00173368, 0.00113995, 3.561e-06, 356, 14498, 66
0.00229415, 0.0012017, 0.00108889, 7.125e-06, 345, 15279, 99
0.00250908, 0.001514, 0.000991519, 1.1874e-05, 327, 13025, 132
0.00207447, 0.000999832, 0.00106989, 4.75e-06, 406, 18715, 66
0.00278694, 0.00167668, 0.00110552, 5.937e-06, 366, 16083, 66
0.00202104, 0.00105445, 0.000961833, 3.562e-06, 337, 14000, 66
0.00204716, 0.00117795, 0.00086565, 2.375e-06, 400, 18527, 33
0.00194979, 0.000945209, 0.000999832, 1.3062e-05, 348, 14468, 132
0.00337473, 0.00190942, 0.00146056, 9.501e-06, 403, 18533, 99
0.00259576, 0.00138694, 0.00120526, 5.937e-06, 405, 19419, 99
0.0023274, 0.0011827, 0.00114114, 7.125e-06, 356, 16331, 99
0.00245921, 0.00142375, 0.00103071, 1.0687e-05, 446, 21830, 198
0.00224784, 0.00118389, 0.0010592, 0, 382, 17955, 0
0.00230721, 0.00137863, 0.000925023, 1.6625e-05, 375, 17699, 231
0.00196641, 0.00107583, 0.000887024, 1.3061e-05, 420, 20008, 198
0.00303393, 0.00188329, 0.00114826, 1.5436e-05, 360, 15830, 198
0.00242358, 0.00120407, 0.00121476, 3.563e-06, 393, 19009, 66
0.00253995, 0.00128957, 0.00124563, 5.937e-06, 398, 18121, 99
0.00302324, 0.00185005, 0.00116726, 1.5437e-05, 361, 15742, 165
0.0022134, 0.00106752, 0.00114114, 4.75e-06, 420, 20758, 66
0.00218728, 0.00133469, 0.000849026, 7.126e-06, 375, 16278, 132
0.00231196, 0.00117676, 0.00113164, 7.125e-06, 380, 16414, 99
0.00229296, 0.00106039, 0.00122901, 9.5e-06, 408, 18784, 132
0.00175386, 0.000996269, 0.00075403, 1.6626e-05, 318, 13650, 264
0.00318355, 0.00185242, 0.00132994, 2.0186e-05, 369, 15261, 297
0.00222528, 0.00106158, 0.00116014, 3.562e-06, 341, 13993, 33
0.00283681, 0.00166124, 0.00117082, 1.5436e-05, 332, 13239, 198
0.00198304, 0.00112451, 0.000853775, 8.313e-06, 376, 17091, 132
0.00209703, 0.00113164, 0.000961833, 7.124e-06, 347, 15116, 99
0.00212078, 0.00138338, 0.000732655, 1.0685e-05, 371, 14293, 165
0.00229534, 0.00122426, 0.00106752, 2.374e-06, 403, 18244, 33
0.00202816, 0.00105683, 0.000966582, 5.937e-06, 324, 13586, 66
0.00306599, 0.00177286, 0.00128601, 7.124e-06, 367, 16468, 66
0.00192129, 0.000949958, 0.000968957, 7.124e-06, 358, 15636, 99
0.00173842, 0.000946396, 0.000788465, 2.0187e-05, 352, 14197, 363
0.0025162, 0.00136794, 0.0011447, 1.1874e-05, 410, 18817, 165
0.00167786, 0.000906023, 0.000767092, 5.937e-06, 347, 15574, 99
0.00192248, 0.00105802, 0.000859712, 1.1874e-05, 388, 17281, 198
0.00333554, 0.00189754, 0.00143088, 7.125e-06, 410, 19677, 99
0.00158168, 0.000866838, 0.000711281, 7.125e-06, 321, 13352, 99
0.00354216, 0.0021006, 0.00143681, 4.75e-06, 400, 18419, 66
0.00229771, 0.00100577, 0.00128601, 4.749e-06, 359, 15631, 66
0.00175149, 0.000894149, 0.000852588, 0, 363, 15873, 0
0.00279882, 0.0013715, 0.00142375, 1.0687e-05, 407, 18857, 132
0.00264088, 0.00159356, 0.00104258, 1.0686e-05, 342, 15065, 132
0.0028095, 0.00195573, 0.000849025, 1.1876e-05, 424, 19450, 231
0.00214809, 0.00113164, 0.00101171, 1.1874e-05, 415, 19843, 165
0.00188329, 0.000910772, 0.000968957, 2.375e-06, 344, 14818, 33
0.00219322, 0.0010687, 0.00112214, 9.499e-06, 412, 19351, 165
0.00235115, 0.0012492, 0.0010972, 8.312e-06, 363, 16489, 132
0.00276913, 0.00156624, 0.00119813, 1.5436e-05, 395, 18018, 231
0.00408007, 0.00271094, 0.00136557, 1.4249e-05, 419, 19783, 132
0.0017598, 0.00102477, 0.000730281, 2.375e-06, 345, 14840, 33
0.00222053, 0.00112451, 0.00109245, 5.938e-06, 420, 19176, 99
0.00189279, 0.000995082, 0.000894148, 9.5e-06, 403, 18261, 132
0.00258389, 0.00149975, 0.00107939, 5.937e-06, 346, 13488, 66
0.0019581, 0.000977269, 0.000977269, 3.561e-06, 373, 16714, 66
0.00260407, 0.00159712, 0.00100102, 8.311e-06, 327, 13146, 132
0.00198304, 0.0010497, 0.000928584, 8.313e-06, 348, 14558, 132
0.00307905, 0.00196641, 0.00110789, 1.8998e-05, 364, 15438, 132
0.00198541, 0.00104614, 0.000935709, 1.1874e-05, 393, 18511, 231
0.00148668, 0.000887023, 0.000596099, 0, 311, 11956, 0
0.00201629, 0.00130144, 0.000711281, 0, 362, 15663, 0
0.00168855, 0.000932147, 0.000750467, 7.125e-06, 330, 13891, 99
0.00137388, 0.000754029, 0.000616286, 3.563e-06, 330, 12863, 66
0.00351247, 0.00203291, 0.00147481, 9.5e-06, 378, 16544, 99
0.0025447, 0.00160899, 0.000929772, 8.311e-06, 339, 13819, 132
0.00227515, 0.0012112, 0.00106039, 1.1874e-05, 388, 15644, 198
0.00186311, 0.000933334, 0.000925022, 1.3062e-05, 384, 17936, 231
0.00158406, 0.000828838, 0.000752842, 7.125e-06, 335, 12639, 99
0.00207685, 0.000984394, 0.00108651, 5.938e-06, 364, 16032, 99
0.00217184, 0.00122901, 0.000938084, 4.749e-06, 333, 12824, 99
0.00325361, 0.00191535, 0.00133232, 7.125e-06, 343, 13925, 66
0.00168024, 0.000964208, 0.000711281, 8.313e-06, 369, 15267, 132
0.00182986, 0.00107464, 0.000750467, 1.3062e-05, 341, 14084, 264
0.00197829, 0.00102121, 0.000953521, 4.75e-06, 408, 17825, 66
0.00242596, 0.00126938, 0.00115301, 9.499e-06, 387, 17435, 132
