time,posi_x,posi_y,posi_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,yaw,yaw_rate,backup
7.180000000000000,0.050000000000000,0.050000000000000,0.050000006088120,0.000000000000000,0.000000000000000,0.000002700171415,0.000000000000000,0.000000000000000,0.000896916640712,0.000000000000000,0.000000000000000,0.197921467419759,-0.001577718965831,0.000012672804650,1
7.190000000000005,0.050000000000000,0.050000000000000,0.050000119807670,0.000000000000000,0.000000000000000,0.000025110978104,0.000000000000000,0.000000000000000,0.003935571698989,0.000000000000000,0.000000000000000,0.408120984229667,-0.001577522260939,0.000026649976985,1
7.200000000000003,0.050000000000000,0.050000000000000,0.050000644180808,0.000000000000000,0.000000000000000,0.000088250282416,0.000000000000000,0.000000000000000,0.009025895918698,0.000000000000000,0.000000000000000,0.608288327257093,-0.001577186330228,0.000040517968563,1
7.210000000000001,0.050000000000000,0.050000000000000,0.050002087412183,0.000000000000000,0.000000000000000,0.000212136463555,0.000000000000000,0.000000000000000,0.016068555798510,0.000000000000000,0.000000000000000,0.798620884798790,-0.001576712265504,0.000054276779383,1
7.219999999999999,0.050000000000000,0.050000000000000,0.050005152956393,0.000000000000000,0.000000000000000,0.000415804409228,0.000000000000000,0.000000000000000,0.024966183950007,0.000000000000000,0.000000000000000,0.979314491140918,-0.001576101158576,0.000067926409446,1
7.231000000000002,0.050000000000000,0.050000000000000,0.050011465110356,0.000000000000000,0.000000000000000,0.000753526517005,0.000000000000000,0.000000000000000,0.036782241121027,0.000000000000000,0.000000000000000,1.167176296623118,-0.001575271960281,0.000082814898741,1
7.240000000000002,0.050000000000000,0.050000000000000,0.050019882825319,0.000000000000000,0.000000000000000,0.001133825032680,0.000000000000000,0.000000000000000,0.047946612838335,0.000000000000000,0.000000000000000,1.312560417318996,-0.001574472185337,0.000094898127300,1
7.250000000000000,0.050000000000000,0.050000000000000,0.050033843650903,0.000000000000000,0.000000000000000,0.001681505502231,0.000000000000000,0.000000000000000,0.061844369501951,0.000000000000000,0.000000000000000,1.465496635674928,-0.001573456502641,0.000108220215090,1
7.260000000000005,0.050000000000000,0.050000000000000,0.050054001286392,0.000000000000000,0.000000000000000,0.002375661709713,0.000000000000000,0.000000000000000,0.077226975210642,0.000000000000000,0.000000000000000,1.609561699871591,-0.001572308144971,0.000121433122124,1
7.270000000000003,0.050000000000000,0.050000000000000,0.050081893260947,0.000000000000000,0.000000000000000,0.003230701728746,0.000000000000000,0.000000000000000,0.094006660038970,0.000000000000000,0.000000000000000,1.744943674142723,-0.001571028204134,0.000134536848399,1
