66.799000  0.147671  0.051713 -0.022482 0.000908 0.001572 0.005874  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
66.833000  0.398266 -0.268873 -0.075870  0.005896  0.008294 -0.008015  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
66.874000  0.277691 -0.170747 -0.078618  0.003229  0.008337 -0.010489  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
66.907000  0.289220 -0.238441 -0.087772  0.004661  0.008430 -0.004133  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
66.941000  0.345050 -0.243084 -0.074609  0.005816  0.009758 -0.005787  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
66.974000  0.343082 -0.226397 -0.069948  0.005296  0.010421 -0.006789  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.008000  0.369351 -0.201544 -0.090285  0.005139  0.011110 -0.005189  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.053000  0.282503 -0.199848 -0.083663  0.005345  0.010874 -0.004591  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.100000  0.349543 -0.234743 -0.071952  0.004682  0.011854 -0.005192  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.148000  0.335794 -0.230102 -0.082273  0.004307  0.011412 -0.005679  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.198000  0.373727 -0.217737 -0.109099  0.003834  0.012185 -0.005998  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.227000  0.364104 -0.207789 -0.101224  0.003611  0.012125 -0.005292  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.263000  0.379918 -0.246429 -0.095920  0.003847  0.012652 -0.005897  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.297000  0.317459 -0.162372 -0.099010  0.003312  0.012708 -0.005312  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.335000  0.347834 -0.189897 -0.106875  0.003431  0.012955 -0.004799  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.367000  0.339344 -0.239837 -0.124322  0.003917  0.013113 -0.005304  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.409000  0.335588 -0.209680 -0.104117  0.003836  0.013389 -0.005626  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.444000  0.367143 -0.237750 -0.105771  0.003699  0.013862 -0.005807  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.474000  0.373459 -0.261090 -0.139924  0.004060  0.014227 -0.006055  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.507000  0.351662 -0.222201 -0.119231  0.004330  0.014270 -0.005786  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.545000  0.373371 -0.239701 -0.114280  0.004313  0.014488 -0.006157  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.579000  0.346615 -0.217656 -0.114805  0.004017  0.014437 -0.005700  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.612000  0.365733 -0.193302 -0.104252  0.004046  0.014954 -0.005034  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.650000  0.385550 -0.283502 -0.126060  0.004499  0.015268 -0.005526  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.684000  0.344758 -0.213183 -0.144165  0.004732  0.015214 -0.005365  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.716000  0.369197 -0.246714 -0.123026  0.004304  0.015118 -0.005414  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.750000  0.357824 -0.245234 -0.130263  0.004414  0.014979 -0.005536  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.782000  0.372021 -0.271324 -0.156793  0.004125  0.015254 -0.005169  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.817000  0.376918 -0.238019 -0.132116  0.003625  0.016064 -0.005368  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.852000  0.362332 -0.217421 -0.153831  0.003938  0.015506 -0.005492  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.888000  0.380533 -0.217459 -0.130753  0.004276  0.015504 -0.004793  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.921000  0.365089 -0.233329 -0.113910  0.003916  0.015364 -0.004678  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.954000  0.362729 -0.218804 -0.124802  0.004125  0.015065 -0.004908  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
67.988000  0.389373 -0.237212 -0.131960  0.004264  0.015223 -0.004814  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.023000  0.363349 -0.221254 -0.112237  0.003918  0.014924 -0.004827  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.057000  0.393647 -0.240775 -0.125281  0.004300  0.015287 -0.005002  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.091000  0.392322 -0.253029 -0.110839  0.004084  0.015266 -0.004968  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.124000  0.364020 -0.227577 -0.131038  0.003910  0.015390 -0.004975  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.157000  0.363022 -0.218780 -0.136881  0.004314  0.015630 -0.004558  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.194000  0.366947 -0.233386 -0.133531  0.004639  0.015600 -0.004689  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.228000  0.360948 -0.234214 -0.122819  0.004331  0.015799 -0.004988  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.258000  0.362874 -0.228951 -0.129754  0.004188  0.015675 -0.004691  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.295000  0.357724 -0.218491 -0.123939  0.004267  0.015540 -0.004465  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.327000  0.362211 -0.219244 -0.125925  0.004115  0.015632 -0.004063  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.363000  0.358139 -0.234928 -0.116848  0.003690  0.015469 -0.004037  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.398000  0.371750 -0.224458 -0.143726  0.003735  0.015719 -0.004073  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.466000  0.364445 -0.217760 -0.129405  0.003944  0.015652 -0.003508  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.497000  0.347015 -0.206309 -0.123940  0.003959  0.015724 -0.003481  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.530000  0.350926 -0.224420 -0.130415  0.004159  0.015962 -0.003517  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.567000  0.346684 -0.219675 -0.141535  0.004366  0.016167 -0.003859  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.598000  0.374205 -0.228674 -0.119796  0.004212  0.016148 -0.003986  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.634000  0.386827 -0.235523 -0.116861  0.004140  0.015945 -0.004036  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.683000  0.342067 -0.222937 -0.142813  0.003698  0.015765 -0.004295  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.734000  0.374606 -0.227681 -0.138679  0.003738  0.016119 -0.004363  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.783000  0.379160 -0.236353 -0.127307  0.003928  0.015894 -0.004062  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.830000  0.374970 -0.240499 -0.122909  0.004086  0.016049 -0.004513  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.880000  0.382073 -0.247455 -0.127886  0.004233  0.016146 -0.004878  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.909000  0.363775 -0.227748 -0.127469  0.004011  0.016132 -0.004781  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.943000  0.383515 -0.246804 -0.123157  0.003768  0.016213 -0.004833  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
68.980000  0.381432 -0.241725 -0.121990  0.003732  0.016245 -0.004933  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.011000  0.373372 -0.251354 -0.129123  0.003898  0.015928 -0.004942  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.046000  0.398886 -0.252797 -0.125103  0.003746  0.016053 -0.005339  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.079000  0.388213 -0.245270 -0.142004  0.004002  0.016521 -0.005346  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.116000  0.384621 -0.234933 -0.140644  0.004322  0.016844 -0.005519  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.150000  0.373918 -0.247736 -0.137196  0.004492  0.016841 -0.005726  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.181000  0.375663 -0.240811 -0.149427  0.004450  0.016756 -0.005393  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.222000  0.378553 -0.255008 -0.131653  0.004242  0.016588 -0.005572  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.253000  0.392232 -0.256341 -0.132610  0.004375  0.016599 -0.005406  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.287000  0.388213 -0.246886 -0.148670  0.004805  0.016642 -0.005620  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.322000  0.385605 -0.273029 -0.137614  0.004787  0.016845 -0.006146  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.356000  0.409851 -0.258208 -0.125968  0.004425  0.016859 -0.005638  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.389000  0.386778 -0.240273 -0.121929  0.004056  0.016852 -0.005433  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.424000  0.399714 -0.244943 -0.132393  0.004086  0.016833 -0.005308  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.458000  0.385357 -0.251422 -0.139265  0.004071  0.016809 -0.004972  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.491000  0.381883 -0.248578 -0.127160  0.003865  0.016739 -0.005080  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.529000  0.380011 -0.233182 -0.133322  0.003835  0.016543 -0.005108  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.556000  0.373977 -0.243789 -0.122923  0.003908  0.016485 -0.005084  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.595000  0.372859 -0.234834 -0.146030  0.004396  0.016458 -0.004886  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.630000  0.385168 -0.242111 -0.131661  0.004044  0.016455 -0.004910  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.666000  0.373214 -0.237421 -0.132866  0.003970  0.016678 -0.005214  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.697000  0.416396 -0.268991 -0.135554  0.004220  0.016899 -0.005353  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.734000  0.379054 -0.263531 -0.152284  0.004485  0.016888 -0.005011  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.764000  0.382216 -0.237943 -0.138277  0.004401  0.017114 -0.005145  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.798000  0.396460 -0.258154 -0.126046  0.003842  0.017209 -0.005198  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.836000  0.393678 -0.246350 -0.150881  0.003716  0.017287 -0.004878  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.867000  0.397034 -0.249625 -0.135113  0.003561  0.017195 -0.004722  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.901000  0.392999 -0.242847 -0.142480  0.003482  0.017187 -0.004542  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.935000  0.381709 -0.261439 -0.143987  0.003370  0.017164 -0.004633  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
69.968000  0.393680 -0.250154 -0.122098  0.002992  0.017096 -0.004934  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.003000  0.375034 -0.249817 -0.139913  0.002566  0.016878 -0.004707  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.037000  0.377938 -0.238854 -0.156357  0.002404  0.016509 -0.004590  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.076000  0.386797 -0.240532 -0.146986  0.002339  0.016621 -0.004537  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.141000  0.392341 -0.246265 -0.127992  0.002019  0.016150 -0.004049  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.179000  0.362031 -0.232889 -0.141151  0.002488  0.016055 -0.004129  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.209000  0.379557 -0.231057 -0.136564  0.002513  0.016522 -0.004127  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.245000  0.375016 -0.234503 -0.146905  0.002665  0.016527 -0.004461  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.284000  0.371024 -0.235612 -0.121536  0.002458  0.016358 -0.004262  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.314000  0.379153 -0.235150 -0.115527  0.002517  0.016381 -0.004320  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.348000  0.381109 -0.244798 -0.142670  0.002406  0.016510 -0.004342  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.386000  0.384658 -0.245434 -0.138654  0.002425  0.016498 -0.004539  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.416000  0.375118 -0.225589 -0.159151  0.002473  0.016521 -0.004342  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.451000  0.368728 -0.223533 -0.138542  0.002416  0.016370 -0.004288  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.486000  0.396768 -0.247631 -0.126782  0.002245  0.016297 -0.003967  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.523000  0.400771 -0.263785 -0.131186  0.001900  0.016292 -0.004258  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.553000  0.385847 -0.248719 -0.136743  0.002154  0.016481 -0.004066  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.586000  0.383269 -0.238838 -0.111074  0.002141  0.016578 -0.004259  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.620000  0.385589 -0.244454 -0.126822  0.001907  0.016005 -0.003953  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.658000  0.377846 -0.233682 -0.134616  0.001745  0.016240 -0.003896  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
70.691000  0.378996 -0.237116 -0.122300  0.001481  0.016402 -0.003845  0.000000 -0.000000  0.000000 0.000000 0.000000 0.000000
